0,2261.476285,1508.76052,7713.03996,3705.175899,2742.81045,5213.761277,6347.835616,7024.883829,4779.960837,1824.730459,1337.924398,1850.986104,7409.394967,4974.586026,6468.830123,639.074888,4717.248934,700.6963862,2468.279738,1500.316206,8192.983641,1897.356162,2108.528342,591.0310602,3702.857481,915.1326233,6380.670741,6997.084912,762.3038405,6004.558988,5425.932269,4200.655333,579.8197841,1468.269543,7629.349843,4017.657614,4663.254078,4352.067239,4352.067239,2674.708515,2746.91815,2234.210816,1875.426818,603.9278666,1055.891438,1682.810886,1989.694066,4759.678972,5882.440734,8458.959859,7887.919739,1710.960395,1759.71246,2768.228002,6494.219319,4574.634175,1655.936696,4557.940553,745.8198794,2556.224007,1776.905959,7517.218899,5518.835662,1030.766374,1410.18012,4453.53185,6324.075748,4657.093177,4657.093177,6930.19739,1179.951976,943.2547966,4300.661921,4520.635668,622.0732618,1043.274564
2261.476285,0,3765.335565,8791.168123,5831.401952,4563.326967,7461.33225,7906.141097,8928.43053,6860.300721,3463.865588,3594.336495,3684.346498,9229.530688,7123.056017,7851.447472,1719.080607,6678.340104,1748.828058,470.5860873,1611.444356,9921.791105,4158.831472,1875.57339,1804.80949,5941.519442,2988.159691,8163.967649,8966.259554,2123.204809,7844.898355,7373.863783,6280.132465,2501.444911,3436.576545,9354.829495,5862.097158,6901.558878,6553.327986,6553.327986,4817.450237,1445.502914,4432.935597,4133.486722,1696.841608,2181.087098,3465.019382,1550.491965,5442.44035,8110.517853,9093.675883,5933.124874,3810.258754,3194.546573,4587.280851,4322.371729,6747.133432,1618.294112,6816.884942,1988.174208,2062.152608,2544.953236,9640.910392,7462.679132,3284.112293,3573.129643,6661.122993,8273.714766,6691.811692,6691.811692,8509.192431,3383.770193,1588.055875,6536.373363,6561.546562,1971.875094,1242.126584
1508.76052,3765.335565,0,7456.997528,2334.277011,2239.024239,3763.837136,5729.311284,6017.058343,3626.516989,1652.616557,171.0276816,1681.047135,6481.28991,3708.29616,6010.986938,2072.765246,3737.043309,2080.034948,3974.402301,2833.032892,7336.959915,427.5707588,3353.074158,1996.245669,2294.124259,1156.513515,5527.864264,5915.141095,1849.586691,5104.625057,4423.759527,3079.652596,1500.065412,1325.011654,6792.408543,3254.581802,3239.356357,3010.799443,3010.799443,1590.473177,4157.934113,839.368201,368.6048811,2075.577977,2013.232855,1691.246925,3328.567579,5018.882818,4467.218193,8511.776623,9321.543231,782.7694891,1874.980333,2259.77859,7993.43576,3129.416241,2977.406112,3051.586087,1941.938251,3786.063784,2466.113269,6238.288821,4517.477746,574.1032131,842.3921345,3097.232701,5284.37338,3577.265174,3577.265174,6263.793406,726.5894529,2303.419507,2887.725791,3439.581589,1973.172595,2551.134912
7713.03996,8791.168123,7456.997528,0,8780.680719,5220.157938,6912.106098,2303.462114,4033.549097,5146.457555,9059.87352,7478.736468,5951.65827,3590.183705,5630.357041,1651.232443,8203.726835,4518.081436,8314.565244,8536.960748,7232.744754,3298.16562,7239.861649,6927.003682,8208.002662,6575.18332,6892.148074,3301.856871,4470.79,8475.199554,3637.386857,4286.730954,5249.467521,7134.321043,6373.324589,3086.043548,4404.114488,6622.11644,6118.961219,6118.961219,6055.79708,7706.785316,7949.434595,7397.724052,8108.134096,8767.334948,6069.12329,7246.941972,3420.831765,6692.967673,1878.09202,10596.10185,8237.042206,9197.705493,5198.718953,10767.57819,8854.823533,7191.260023,7651.344117,8449.920062,6852.565729,9474.411832,5929.777459,4250.375032,7252.828873,6718.798538,6187.167485,4246.733315,4900.689525,4900.689525,2252.490967,6954.469698,8516.423048,6544.43799,4964.844715,7385.956454,7999.685167
3705.175899,5831.401952,2334.277011,8780.680719,0,3952.102358,2905.430945,6691.134086,6252.654054,3914.872065,2567.433051,2477.762199,3789.418001,6837.553015,3657.969855,7173.709894,4125.068509,4383.02386,4083.95329,6123.165997,5139.718714,7764.920642,2148.307301,5681.511215,4036.699717,2260.854668,3486.898764,6124.992742,5994.333213,3716.317606,5666.756032,4887.620235,3604.748055,3822.262941,3540.611821,7296.826531,4383.997271,2690.449007,2919.479171,2919.479171,2875.73617,6441.957275,1501.852617,2056.813451,4166.769041,3722.276896,3877.286928,5638.214294,6971.642438,3664.275615,10134.6273,11592.97836,2024.764191,2914.166248,3962.346097,10146.97166,955.7725219,5288.68171,1778.288936,3847.74259,6117.761187,3752.381452,5746.915803,4966.801151,2906.93697,3060.373049,2914.963391,5535.833225,4052.935346,4052.935346,7102.909432,3032.507635,4249.691119,2531.136572,3948.636262,4256.160031,4716.229286
2742.81045,4563.326967,2239.024239,5220.157938,3952.102358,0,3626.663462,3621.534768,4369.088609,2419.753641,3846.461785,2258.986073,907.9344,4702.632937,2813.337329,3815.106005,3346.096883,2125.958806,3430.912589,4538.156707,3031.664169,5458.788474,2060.022028,3175.146697,3318.682977,2304.244406,1832.30015,3655.313394,4404.862182,3464.701492,3302.551819,2812.849194,1878.547078,2222.525228,1276.160017,4893.289298,1305.72239,3050.723939,2510.739285,2510.739285,1102.089644,4192.759679,2810.479612,2214.514991,3276.02934,3735.789957,1112.939561,3363.567187,3025.090672,4048.8459,6310.672554,9018.37612,3021.046271,4005.600068,25.43537652,8155.837663,4382.557389,3094.891265,3593.360825,3478.452257,3446.598573,4388.123376,5187.764942,2900.764844,2062.833355,1518.648745,2635.437879,3711.019787,2195.458044,2195.458044,4195.234356,1768.027108,3666.875894,2726.294151,2078.28262,2664.615079,3415.255448
5213.761277,7461.33225,3763.837136,6912.106098,2905.430945,3626.663462,0,4622.245409,3596.761886,1813.785195,4966.345638,3928.188281,4130.81407,4219.95624,1288.670803,5267.334893,5819.294046,2492.768993,5836.960602,7600.747003,6233.533175,5141.086118,3342.037624,6571.479982,5747.61977,1525.26386,4509.895667,3769.797538,3260.530793,5609.461817,3346.425844,2629.786752,1983.536552,4991.399107,4181.483172,4753.494467,3086.722381,587.6444269,1124.956361,1124.956361,2786.01423,7542.576335,3372.878473,3404.774803,5809.025632,5748.840643,4332.587021,6673.637233,6249.710377,771.6062177,8569.138131,12573.57408,4074.835133,5298.600901,3617.523107,11519.21982,2391.210044,6345.03067,1136.541409,5705.360504,6921.391993,6069.108724,2841.530518,2674.561196,4183.221353,3915.706515,1001.810037,2963.414636,2106.850491,2106.850491,4862.02836,4082.29946,6064.87983,947.872659,2096.303331,5527.412964,6220.395728
6347.835616,7906.141097,5729.311284,2303.462114,6691.134086,3621.534768,4622.245409,0,1987.733222,2894.752791,7381.000453,5790.137656,4496.917502,1796.966752,3350.463396,728.0369728,6927.435609,2318.591577,7021.136464,7762.993584,6295.232363,2129.26946,5433.555239,6180.899647,6909.124188,4437.446378,5447.192937,1069.150819,2373.219661,7082.378016,1341.350122,1992.464496,3089.722994,5801.365183,4892.128686,1605.045737,2479.244753,4366.014995,3897.003292,3897.003292,4185.180486,7126.512181,6067.432028,5589.302447,6848.038269,7356.307229,4671.49718,6463.489526,3389.803203,4390.207653,4071.744025,11011.94703,6476.733091,7578.445694,3596.52754,10735.55748,6660.98537,6302.325128,5418.187201,7090.072645,6257.29741,8007.348517,3824.9867,1951.042633,5662.704072,5118.978363,3952.370513,1999.588284,2679.644378,2679.644378,603.6668037,5374.816923,7250.090677,4324.906329,2764.32461,6178.970839,6891.824769
7024.883829,8928.43053,6017.058343,4033.549097,6252.654054,4369.088609,3596.761886,1987.733222,0,2438.830807,7612.111415,6126.858847,5266.528686,628.8082357,2595.340016,2689.5448,7655.026754,2310.979324,7725.511706,8877.666731,7366.931127,1544.55066,5633.756189,7402.98682,7615.175652,4088.819872,6116.801639,991.6938322,445.4421876,7678.781478,1117.965906,1604.367684,2943.525851,6556.629729,5582.059717,1200.570022,3066.421391,3592.81123,3350.035247,3350.035247,4444.915761,8407.388201,6085.212609,5770.389396,7596.874696,7915.979684,5479.082439,7640.87943,5196.229696,3086.071871,5899.212533,12715.00891,6653.681456,7876.992776,4344.679136,12230.35446,5942.333822,7411.445804,4643.204532,7721.334126,7575.726549,8467.911868,1896.655889,1510.556207,6140.507754,5641.426698,3341.200754,740.9830566,2441.216319,2441.216319,1789.508901,5894.479217,7967.597262,3721.846536,2578.27607,7026.54771,7780.845756
4779.960837,6860.300721,3626.516989,5146.457555,3914.872065,2419.753641,1813.785195,2894.752791,2438.830807,0,5187.858263,3749.903344,3201.708642,2972.910982,549.1304518,3495.29552,5419.006659,681.6158408,5473.79241,6890.967791,5405.943367,3885.821866,3226.517382,5592.259434,5367.661948,1678.227441,3908.815554,2211.985471,2293.043763,5371.321244,1754.31207,974.1884163,581.7125461,4382.609921,3424.533706,3393.700471,1432.219043,1476.0681,1017.180817,1017.180817,2111.758877,6608.301704,3646.887288,3355.917172,5375.642379,5586.561662,3424.049288,5768.827842,4561.999195,1866.950816,6763.408584,11389.57922,4227.808563,5463.377983,2401.011273,10575.5887,3780.372258,5483.675843,2523.812174,5430.116664,5864.861608,6092.025686,2787.679076,1051.959932,3821.915779,3369.877305,1060.533197,1697.949356,311.6368298,311.6368298,3228.191967,3607.989476,5716.710438,1441.214271,366.5818082,4895.388977,5648.266639
