0,1411.649601,5421.832367,954.17038,2367.966183,4854.1807,1128.618176,4361.987574,3731.63517,741.4871358,498.0032791,5925.173912,3691.78722,9693.681222,3689.452361,5490.192785,3070.336459,4719.655902,4685.196455,3715.114564,4766.384966,4914.763607,1275.407669,770.216337,1004.431883,2209.108223,3068.584072,2649.506519,5524.864273,617.4401427,5483.874593,3641.948297,2016.754715,6046.08568,340.4246899,3577.703954,2140.284208,3283.369345,4492.469009,2092.056483,754.3032497,4695.95491,1742.373137,3285.657054,1227.512357,1102.832418,1070.835076,1438.405484,2687.957337,3812.59453,1383.010373,3754.132004
1411.649601,0,4022.510764,2349.340446,1283.312703,4548.368702,286.2725594,2993.019599,3721.505648,2002.309787,1838.080214,4548.210089,3059.674299,8349.594954,3075.498987,4133.224052,2547.288376,4595.260027,4562.872043,2898.859478,3521.31172,4342.217532,2463.500543,655.9161628,2157.336187,2076.999768,2473.766841,1994.898374,4255.979027,847.2589615,4075.531811,3357.841046,1729.102254,4788.240561,1632.306174,2750.932577,1567.267011,2838.112609,4142.892318,2024.568644,2131.987979,3845.757941,1572.780904,2983.342733,1899.086855,1822.834837,1821.031046,1118.745932,2330.44159,2662.553879,2396.055745,2777.598495
5421.832367,4022.510764,0,6369.469276,3310.562912,5366.093081,4308.734486,1145.702028,5560.863146,5906.886713,5798.763669,678.6976548,3937.175511,4453.22352,3985.848698,698.3899381,4110.60981,5830.820267,5815.49394,3427.408286,1662.853523,4535.792821,6262.467196,4651.757354,5975.418701,4693.681879,3954.188086,3846.655766,1531.69625,4818.763152,305.1730869,4830.33705,4433.524543,1828.077353,5593.83215,3398.079252,4041.883331,4323.358964,5037.166188,4767.633047,6098.910406,3462.875531,4566.068591,4656.398985,5458.977184,5448.792326,5468.167882,4411.702427,4393.438255,2378.123259,6067.156148,2951.320917
954.17038,2349.340446,6369.469276,0,3303.914659,5452.879506,2063.297791,5315.609098,4225.895145,859.1974103,738.0458975,6878.451701,4471.284505,10646.90109,4462.335443,6444.363055,3837.099659,5228.862945,5194.595981,4556.743931,5708.426354,5635.171451,1163.888989,1721.8457,1098.197364,2896.050906,3860.654563,3482.249232,6469.500105,1570.509614,6424.642369,4279.685036,2786.754534,6987.761339,887.6258677,4426.154994,2984.423643,4009.273238,5124.480158,2767.024586,549.7108517,5528.804239,2510.176111,3951.657014,1704.491869,1597.972571,1558.064667,2301.443685,3417.798496,4740.931004,1474.331319,4641.855766
2367.966183,1283.312703,3310.562912,3303.914659,0,3481.300393,1485.604712,2172.499712,2925.270457,2684.693771,2631.388358,3705.855243,1877.239623,7378.931207,1902.407632,3231.085219,1492.171328,3645.814296,3616.661709,1639.491837,2406.016008,3139.698288,2979.563002,1662.140036,2706.509211,1524.225622,1372.959576,940.7582368,3169.634632,1760.515568,3449.227084,2384.799485,1195.033088,3684.525908,2440.235394,1492.247116,813.6012153,1802.491236,3067.523927,1558.889543,2923.64174,2566.809697,1271.957817,2041.126296,2151.655275,2148.994512,2171.178506,1113.909732,1468.223773,1447.234706,2762.443623,1494.735
4854.1807,4548.368702,5366.093081,5452.879506,3481.300393,0,4614.705472,4456.903198,1324.9233,4593.781941,4748.223271,5314.754079,1660.844018,7779.753087,1623.234088,4838.879151,2012.55798,609.9417396,617.952613,2101.237106,3712.17909,929.8083017,4438.181375,4539.407905,4379.777754,2652.268214,2112.615919,2578.180703,4153.119611,4491.382952,5641.151964,1220.860677,2909.710312,4348.920203,4673.040934,2201.807541,2982.920685,1712.216935,413.8123413,2763.939904,4905.527312,1948.087189,3156.858523,1592.768043,3750.453652,3862.183266,3901.814079,3574.322295,2241.195699,3152.776977,4079.239303,2556.309244
1128.618176,286.2725594,4308.734486,2063.297791,1485.604712,4614.705472,0,3275.778239,3718.507891,1742.458225,1566.32933,4832.560939,3182.36327,8630.295514,3194.312206,4414.754967,2637.156471,4624.173254,4591.11118,3061.413122,3781.875593,4463.472116,2220.231765,390.1692204,1914.612475,2064.931149,2578.792906,2103.004259,4522.365765,588.6347795,4361.398055,3407.951837,1737.316723,5053.182086,1362.016985,2914.213352,1638.619665,2915.679283,4215.288998,1996.129701,1857.106484,4023.556028,1543.525785,3031.799405,1720.549501,1632.649263,1625.968308,1084.944788,2377.374852,2899.638362,2178.75599,2975.770575
4361.987574,2993.019599,1145.702028,5315.609098,2172.499712,4456.903198,3275.778239,0,4499.690171,4804.521468,4711.990538,1563.880426,2917.266303,5359.735855,2965.037908,1143.400058,3013.738706,4866.878945,4848.078901,2411.76895,1047.230691,3707.537855,5139.994747,3594.178227,4857.860699,3551.602161,2855.592517,2713.36525,1491.774423,3749.220555,1325.12685,3785.03151,3287.957941,2003.494033,4509.496428,2357.337532,2896.194152,3247.990548,4095.478284,3623.532965,5011.548754,2673.421965,3421.654336,3577.873855,4323.910893,4318.097065,4338.813203,3280.576512,3269.28325,1329.672041,4934.023258,1931.346156
3731.63517,3721.505648,5560.863146,4225.895145,2925.270457,1324.9233,3718.507891,4499.690171,0,3371.079059,3552.808843,5669.992723,1644.732669,8611.313299,1596.538108,5162.944834,1521.110983,1003.016503,968.721112,2145.150355,4021.532413,1922.781446,3159.342511,3558.125956,3133.35915,1653.578975,1676.768619,1997.271253,4632.020061,3469.387569,5797.486309,741.5613678,1992.445319,4953.074423,3506.697116,2163.118159,2214.735852,1254.854477,1142.667769,1729.209126,3676.268344,2562.68877,2176.93161,933.9367953,2551.215213,2671.173695,2709.330093,2633.759259,1462.367094,3186.413094,2803.136386,2612.243723
741.4871358,2002.309787,5906.886713,859.1974103,2684.693771,4593.781941,1742.458225,4804.521468,3371.079059,0,263.6412397,6363.043039,3655.080303,10063.11511,3643.025246,5902.780584,3019.82755,4374.039921,4339.706405,3779.249351,5075.70188,4792.083269,534.6230613,1352.574751,294.6385197,2059.100195,3056.291593,2710.675054,5842.130887,1156.108192,5997.354042,3424.270161,1987.394946,6346.153852,408.9885579,3655.544875,2233.403467,3174.286932,4267.241981,1928.328234,313.6229481,4738.095697,1717.666262,3101.527379,847.8934399,746.9848429,707.3014034,1598.175065,2589.140234,4076.825658,703.8101125,3909.911638
498.0032791,1838.080214,5798.763669,738.0458975,2631.388358,4748.223271,1566.32933,4711.990538,3552.808843,263.6412397,0,6274.763412,3733.274099,10004.94924,3724.460841,5824.03827,3099.202734,4554.059776,4519.612671,3823.31775,5035.38697,4902.874732,792.6988437,1182.177883,554.5243193,2163.294686,3122.843097,2749.136476,5800.268713,994.619409,5877.40772,3561.397378,2048.889148,6311.571616,206.6744174,3694.262268,2255.55305,3274.407069,4409.768639,2035.386231,300.1498076,4793.170477,1772.570923,3226.123946,1003.148481,887.0626185,847.7697075,1584.812845,2681.632564,4050.48519,960.4286093,3922.235031
5925.173912,4548.210089,678.6976548,6878.451701,3705.855243,5314.754079,4832.560939,1563.880426,5669.992723,6363.043039,6274.763412,0,4025.526275,3834.353878,4073.880372,511.3271188,4295.666482,5823.976678,5812.352074,3527.258967,1649.762546,4434.80348,6684.664463,5156.691507,6407.484957,4984.231785,4145.229646,4113.11044,1209.391848,5312.960126,887.3315412,4929.165911,4758.87669,1324.923494,6072.687294,3526.311907,4376.064696,4471.445919,5021.413513,5071.230711,6574.09529,3369.814619,4921.043603,4803.13855,5852.339899,5854.273462,5876.904305,4819.634179,4627.163666,2564.762395,6464.474886,3075.698389
3691.78722,3059.674299,3937.175511,4471.284505,1877.239623,1660.844018,3182.36327,2917.266303,1644.732669,3655.080303,3733.274099,4025.526275,0,7081.152036,48.72276636,3519.115467,635.3030309,1970.490052,1948.662006,510.0736943,2376.802612,1282.773367,3685.735491,3199.973155,3523.504928,1611.492931,624.6097092,1082.694127,3001.57452,3204.909388,4185.135199,903.6396605,1687.411461,3354.911138,3602.587107,566.1840623,1579.473641,560.4108538,1255.757302,1743.061274,3961.557427,1137.411591,1965.235778,840.9102799,2839.221097,2918.585209,2956.834321,2270.247212,1074.623719,1587.67694,3349.543821,990.0589441
9693.681222,8349.594954,4453.22352,10646.90109,7378.931207,7779.753087,8630.295514,5359.735855,8611.313299,10063.11511,10004.94924,3834.353878,7081.152036,0,7122.449745,4217.013132,7552.444596,8383.089696,8385.403542,6678.619241,5003.449083,6863.655966,10323.91616,8933.618965,10068.24651,8421.391249,7429.026783,7554.32545,4240.844491,9076.535053,4526.263361,7908.923055,8275.180374,3775.754623,9808.978637,6741.179819,7926.084321,7624.834112,7645.794305,8530.742989,10299.98064,6048.810944,8484.824897,7922.032971,9456.888215,9480.134516,9507.894808,8474.790217,7965.437602,6022.461277,10062.60743,6346.360771
3689.452361,3075.498987,3985.848698,4462.335443,1902.407632,1623.234088,3194.312206,2965.037908,1596.538108,3643.025246,3724.460841,4073.880372,48.72276636,7122.449745,0,3567.573337,625.2719903,1925.478216,1903.398181,558.6621262,2425.039624,1269.195538,3666.945079,3206.080932,3508.021411,1594.959176,626.8303181,1092.305845,3048.022213,3208.001124,4233.666387,855.3095199,1681.113611,3399.137319,3595.887297,612.4346481,1584.519259,528.2049237,1216.462367,1726.699138,3950.307462,1166.064766,1958.956736,799.8408766,2823.894305,2904.808791,2943.234725,2271.80956,1058.283556,1635.524832,3329.174378,1038.418297
5490.192785,4133.224052,698.3899381,6444.363055,3231.085219,4838.879151,4414.754967,1143.400058,5162.944834,5902.780584,5824.03827,511.3271188,3519.115467,4217.013132,3567.573337,0,3784.361256,5337.003411,5324.482219,3018.962536,1147.509148,3973.026969,6210.17677,4725.361962,5937.166088,4480.220856,3634.025219,3607.19388,840.6858584,4874.766916,998.8262548,4422.63166,4261.246014,1143.971605,5623.905341,3016.017811,3881.204591,3960.830895,4535.449652,4569.100882,6122.284974,2901.768578,4429.726491,4292.737225,5369.717095,5375.528772,5399.206105,4344.415676,4117.538596,2054.749775,5982.010548,2565.146406
3070.336459,2547.288376,4110.60981,3837.099659,1492.171328,2012.55798,2637.156471,3013.738706,1521.110983,3019.82755,3099.202734,4295.666482,635.3030309,7552.444596,625.2719903,3784.361256,0,2154.825472,2126.106837,878.4715128,2682.318757,1855.331828,3059.856953,2615.865273,2890.992994,983.1443129,158.4976254,566.2378617,3379.40917,2604.978207,4329.46086,898.0289278,1057.297922,3787.219016,2971.165702,812.9252462,1001.002882,310.3199093,1602.000685,1113.852295,3326.268281,1745.443901,1334.94807,588.4123711,2206.74157,2284.281927,2322.377971,1665.770683,450.0677173,1740.675434,2728.741802,1238.651216
