0,12317.77481,7878.550297,8050.127963,12665.92266,10402.80939,7810.720524,9376.137829,9531.230363,12011.47368,10961.75428,11143.32307
12317.77481,0,4555.907523,4371.137958,1506.118407,2339.499002,9384.406839,6738.399287,6787.252526,14311.63064,4872.422047,3071.526896
7878.550297,4555.907523,0,186.1136048,4789.226141,2527.788583,5833.957972,4256.50032,4401.292287,11386.08053,4158.875548,3513.885576
8050.127963,4371.137958,186.1136048,0,4621.329304,2362.744371,5968.134192,4312.880063,4453.912191,11502.57867,4113.235089,3394.894441
12665.92266,1506.118407,4789.226141,4621.329304,0,2263.171302,8744.87794,5910.532066,5926.493476,13329.99233,3788.373161,2130.029686
10402.80939,2339.499002,2527.788583,2362.744371,2263.171302,0,7071.828986,4553.767767,4627.319168,12159.57414,3102.142641,1526.40439
7810.720524,9384.406839,5833.957972,5968.134192,8744.87794,7071.828986,0,2956.321587,3006.574592,5643.482349,5269.174409,6619.959559
9376.137829,6738.399287,4256.50032,4312.880063,5910.532066,4553.767767,2956.321587,0,170.0018022,7606.147896,2313.422784,3785.848856
9531.230363,6787.252526,4401.292287,4453.912191,5926.493476,4627.319168,3006.574592,170.0018022,0,7539.181379,2278.484572,3808.531524
12011.47368,14311.63064,11386.08053,11502.57867,13329.99233,12159.57414,5643.482349,7606.147896,7539.181379,0,9541.714052,11275.81925
10961.75428,4872.422047,4158.875548,4113.235089,3788.373161,3102.142641,5269.174409,2313.422784,2278.484572,9541.714052,0,1805.111494
11143.32307,3071.526896,3513.885576,3394.894441,2130.029686,1526.40439,6619.959559,3785.848856,3808.531524,11275.81925,1805.111494,0
